timestamp,action,price,quantity,closed,currentPrice,pnl,pnlPercent
2025-04-17 15:56:00-04:00,BUY,500.71,1.0,False,490.3262249951743,-10.38377500482568,-2.0738101904946293
2025-04-17 15:56:00-04:00,BUY,443.82,1.0,False,421.9915007992199,-21.828499200780072,-4.918322563377064
2025-04-17 15:58:00-04:00,BUY,151.13,1.0,False,152.73051804662128,1.6005180466212892,1.0590339751348488
2025-04-17 15:58:00-04:00,BUY,196.9,1.0,False,200.84839334991386,3.9483933499138573,2.0052784915763677
2025-04-17 15:58:00-04:00,BUY,367.41,1.0,False,352.7074601666657,-14.7025398333343,-4.0016711122000785
2025-04-17 15:58:00-04:00,BUY,526.4,1.0,False,603.358508492003,76.95850849200303,14.619777449088733
2025-04-17 15:58:00-04:00,BUY,172.56,1.0,False,190.1765851571799,17.616585157179884,10.208962191226178
2025-04-17 15:58:00-04:00,BUY,101.35,1.0,False,101.26084508799102,-0.08915491200897918,-0.08796735274689826
2025-04-17 15:58:00-04:00,BUY,241.1923,1.0,False,252.15235975258972,10.960059752589729,4.544116770141393
2025-04-17 15:58:00-04:00,BUY,501.16,1.0,False,543.9547017624025,42.79470176240244,8.53912957187375
2025-04-17 15:58:00-04:00,BUY,443.95,1.0,False,469.5205670745304,25.570567074530402,5.759785352974522
2025-04-17 16:00:00-04:00,BUY,197.41,1.0,False,199.25587711720894,1.8458771172089428,0.9350474227288075
2025-04-17 16:00:00-04:00,BUY,367.5,1.0,False,369.11957492075527,1.6195749207552694,0.4407006587089146
2025-04-17 16:00:00-04:00,BUY,172.61,1.0,False,177.45005626851463,4.840056268514616,2.8040416363563025
2025-04-17 16:00:00-04:00,BUY,101.32,1.0,False,102.82517816083882,1.505178160838824,1.485568654598124
2025-04-17 16:00:00-04:00,BUY,241.45,1.0,False,260.65949191245465,19.209491912454666,7.955888139347556
2025-04-17 16:00:00-04:00,BUY,501.48,1.0,False,551.4502246821916,49.97022468219154,9.964549868826577
2025-04-17 16:00:00-04:00,BUY,444.2,1.0,False,478.0676343195985,33.867634319598494,7.624411148041088
2025-04-17 16:00:00-04:00,BUY,526.53,1.0,False,514.7018029796021,-11.828197020397852,-2.2464431315210587
2025-04-17 16:00:00-04:00,BUY,151.0,1.0,False,155.50500237494677,4.50500237494677,2.9834452814216927
